Region,Year,Baseload_Price_EUR_MWh,Battery_storage_Capacity_GW,Battery_storage_Generation_TWh,Biomass__other_RES_Capacity_GW,Biomass__other_RES_Generation_TWh,Carbon_price_EU_ETS_EUR_tonne,Coal_Capacity_GW,Coal_Generation_TWh,Coal_price_ARA_EUR_tonne,DSR_Capacity_GW,DSR_Generation_TWh,Electricity_demand_TWh,Gas_CCGT_Capacity_GW,Gas_CCGT_Generation_TWh,Gas___oil_peaker_Capacity_GW,Gas___oil_peaker_Generation_TWh,Gas_price_PSV_EUR_MWh,Hydro_Capacity_GW,Hydro_Generation_TWh,Hydrogen_CCGT_Capacity_GW,Hydrogen_CCGT_Generation_TWh,Hydrogen_peaker_Capacity_GW,Hydrogen_peaker_Generation_TWh,Interconnectors_Capacity_GW,Net_imports_Generation_TWh,Other_thermal_Capacity_GW,Other_thermal_Generation_TWh,PV_Captured_Price_EUR_MWh,Pumped_storage_Capacity_GW,Pumped_storage_Generation_TWh,Scenario,Release,PV_Generation_TWh,PV_Capacity_GW,Wind_Generation_TWh,Wind_Capacity_GW,Hydrogen_peakers_Capacity_GW,Hydrogen_peakers_Generation_TWh,Other_RES_Capacity_GW,Other_RES_Generation_TWh,Peaking_Capacity_GW,Peaking_Generation_TWh,Cannibalization
Italy,2032,105.51,12.5,,,,132.19,,,,,,355.2,,,,,32.14,15.2,35.8,,,,,,,,,63.38,,,,Apr26,,29.7,,20.5,,,,,,,
Italy,2033,105.55,13.7,,,,134.84,,,,,,363.3,,,,,32.24,15.2,35.7,,,,,,,,,63.32,,,,Apr26,,30.5,,21.3,,,,,,,
Italy,2034,104.92,14.8,,,,136.47,,,,,,372.9,,,,,32.38,15.2,35.5,,,,,,,,,61.58,,,,Apr26,,31.3,,21.4,,,,,,,
Italy,2035,103.97,15.7,,,,138.12,,,,,,380.6,,,,,32.61,15.2,35.3,,,,,,,,,59.38,,,,Apr26,,32.2,,21.6,,,,,,,
Italy,2036,103.14,17.0,,,,139.78,,,,,,386.1,,,,,32.91,15.2,35.3,,,,,,,,,57.58,,,,Apr26,,33.0,,21.8,,,,,,,
Italy,2037,102.0,18.0,,,,141.47,,,,,,391.3,,,,,33.25,15.2,34.9,,,,,,,,,54.31,,,,Apr26,,33.9,,22.0,,,,,,,
Italy,2038,100.42,18.8,,,,143.18,,,,,,396.2,,,,,33.56,15.2,34.7,,,,,,,,,51.52,,,,Apr26,,34.7,,22.2,,,,,,,
Italy,2039,99.22,19.5,,,,144.91,,,,,,400.5,,,,,33.65,15.2,34.6,,,,,,,,,50.32,,,,Apr26,,35.5,,22.4,,,,,,,
Italy,2040,98.73,20.1,,,,146.65,,,,,,404.4,,,,,33.74,15.2,34.6,,,,,,,,,49.59,,,,Apr26,,36.4,,22.6,,,,,,,
Italy,2026,92.12,2.9,,,,81.22,,,,,,320.8,,,,,30.35,15.0,34.5,,,,,,,,,66.69,,,,Jan26,,21.0,,14.4,,,,,,,
Italy,2027,90.51,4.3,,,,91.77,,,,,,324.2,,,,,28.32,15.0,34.4,,,,,,,,,62.23,,,,Jan26,,22.0,,15.4,,,,,,,
Italy,2028,93.35,6.4,,,,103.59,,,,,,331.0,,,,,27.81,15.0,34.3,,,,,,,,,61.52,,,,Jan26,,23.0,,16.3,,,,,,,
Italy,2029,96.42,9.1,,,,114.04,,,,,,335.4,,,,,28.06,15.0,34.2,,,,,,,,,65.75,,,,Jan26,,24.0,,17.5,,,,,,,
Italy,2030,100.49,10.8,,,,121.56,,,,,,344.8,,,,,30.22,15.0,34.0,,,,,,,,,65.25,,,,Jan26,,25.0,,19.0,,,,,,,
Italy,2031,103.26,12.0,,,,126.96,,,,,,354.9,,,,,31.64,15.0,33.9,,,,,,,,,66.16,,,,Jan26,,26.1,,20.8,,,,,,,
Italy,2032,100.49,13.0,,,,129.51,,,,,,365.1,,,,,31.81,15.0,33.8,,,,,,,,,61.37,,,,Jan26,,27.2,,22.5,,,,,,,
Italy,2033,100.83,13.9,,,,132.11,,,,,,375.3,,,,,32.06,15.0,33.5,,,,,,,,,61.4,,,,Jan26,,28.4,,22.7,,,,,,,
Italy,2034,100.61,14.8,,,,133.7,,,,,,387.9,,,,,32.25,15.0,33.5,,,,,,,,,60.91,,,,Jan26,,29.6,,22.9,,,,,,,
Italy,2035,100.41,15.3,,,,135.32,,,,,,397.7,,,,,32.5,15.0,33.3,,,,,,,,,60.26,,,,Jan26,,30.7,,23.1,,,,,,,
Italy,2036,100.15,15.7,,,,136.95,,,,,,404.6,,,,,32.83,15.0,33.3,,,,,,,,,58.8,,,,Jan26,,31.8,,23.3,,,,,,,
Italy,2037,99.63,16.2,,,,138.61,,,,,,411.2,,,,,33.09,15.0,33.1,,,,,,,,,56.56,,,,Jan26,,33.0,,23.5,,,,,,,
Italy,2038,98.43,16.5,,,,140.28,,,,,,417.6,,,,,33.31,15.0,33.0,,,,,,,,,53.72,,,,Jan26,,34.2,,23.8,,,,,,,
Italy,2039,97.15,16.5,,,,141.97,,,,,,423.3,,,,,33.43,15.0,32.7,,,,,,,,,51.51,,,,Jan26,,35.4,,24.0,,,,,,,
Italy,2040,96.2,16.9,,,,143.68,,,,,,429.1,,,,,33.41,15.0,32.6,,,,,,,,,50.25,,,,Jan26,,36.2,,24.3,,,,,,,
Italy,2026,95.76,2.9,,,,77.88,,,,,,320.8,,,,,33.05,15.0,34.5,,,,,,,,,66.69,,,,Dec25,,21.0,,14.4,,,,,,,
Italy,2027,93.17,4.4,,,,90.22,,,,,,324.2,,,,,30.03,15.0,34.4,,,,,,,,,62.23,,,,Dec25,,22.0,,15.4,,,,,,,
Italy,2028,95.23,6.7,,,,102.69,,,,,,330.8,,,,,28.57,15.0,34.4,,,,,,,,,61.52,,,,Dec25,,23.0,,16.8,,,,,,,
Italy,2029,97.68,8.7,,,,113.6,,,,,,335.2,,,,,28.54,15.0,34.2,,,,,,,,,65.75,,,,Dec25,,24.0,,18.6,,,,,,,
Italy,2030,99.96,10.7,,,,121.44,,,,,,345.0,,,,,30.45,15.0,34.0,,,,,,,,,65.25,,,,Dec25,,25.0,,20.9,,,,,,,
Italy,2031,102.12,11.6,,,,126.96,,,,,,355.3,,,,,31.69,15.0,33.9,,,,,,,,,66.16,,,,Dec25,,26.1,,21.9,,,,,,,
Italy,2032,100.02,11.7,,,,129.51,,,,,,365.7,,,,,31.83,15.0,33.7,,,,,,,,,61.37,,,,Dec25,,27.2,,22.7,,,,,,,
Italy,2033,101.05,12.1,,,,132.11,,,,,,375.4,,,,,32.06,15.0,33.5,,,,,,,,,61.4,,,,Dec25,,28.4,,22.9,,,,,,,
Italy,2034,101.69,12.5,,,,133.7,,,,,,387.2,,,,,32.25,15.0,33.5,,,,,,,,,60.91,,,,Dec25,,29.6,,23.1,,,,,,,
Italy,2035,101.58,12.8,,,,135.32,,,,,,397.1,,,,,32.5,15.0,33.3,,,,,,,,,60.26,,,,Dec25,,30.7,,23.3,,,,,,,
Italy,2036,101.05,13.1,,,,136.95,,,,,,404.0,,,,,32.83,15.0,33.2,,,,,,,,,58.8,,,,Dec25,,31.8,,23.5,,,,,,,
Italy,2037,100.52,13.5,,,,138.61,,,,,,410.8,,,,,33.09,15.0,33.1,,,,,,,,,56.56,,,,Dec25,,33.0,,23.6,,,,,,,
Italy,2038,98.8,13.8,,,,140.28,,,,,,417.3,,,,,33.31,15.0,32.9,,,,,,,,,53.72,,,,Dec25,,34.2,,23.9,,,,,,,
Italy,2039,97.63,13.9,,,,141.97,,,,,,423.3,,,,,33.43,15.0,32.6,,,,,,,,,51.51,,,,Dec25,,35.4,,24.2,,,,,,,
Italy,2040,96.63,14.1,,,,143.68,,,,,,429.0,,,,,33.41,15.0,32.4,,,,,,,,,50.25,,,,Dec25,,36.2,,24.4,,,,,,,
